No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Mamahan;7104070001;Mamahan;71.04.08.2001
2;Bambung;7104070002;Bambung;71.04.08.2002
3;Taturan;7104070003;Taturan;71.04.08.2003
4;Gemeh;7104070004;G E M E H;71.04.08.2004
5;Arangkaa;7104070005;Arangkaa;71.04.08.2005
6;Malat;7104070006;Malat;71.04.08.2006
7;Apan;7104070007;Apan;71.04.08.2007
8;Taruan;7104070008;Taruan;71.04.08.2008
9;Bannada;7104070009;Bannada;71.04.08.2009
10;Lahu;7104070010;Lahu;71.04.08.2015
11;Mamahan Barat;7104070011;Mamahan Barat;71.04.08.2014
12;Bambung Timur;7104070012;Bambung Timur;71.04.08.2012
13;Gemeh Raamata;7104070013;Gemeh Rasmata;71.04.08.2010
14;Gemeh Wantane;7104070014;Gemeh Wantane;71.04.08.2011
15;Malat Utara;7104070015;Malat Utara;71.04.08.2013
