No;Nama Kabupaten / Kota;Kode Kabupaten / Kota;Nama Kabupaten / Kota;Kode Kabupaten / Kota
1;Kepulauan Seribu;3101;Kab. Adm. Kep. Seribu;31.01
2;Jakarta Selatan;3171;Kota Adm. Jakarta Selatan;31.74
3;Jakarta Timur;3172;Kota Adm. Jakarta Timur;31.75
4;Jakarta Pusat;3173;Kota Adm. Jakarta Pusat;31.71
5;Jakarta Barat;3174;Kota Adm. Jakarta Barat;31.73
6;Jakarta Utara;3175;Kota Adm. Jakarta Utara;31.72
