No;Nama Kabupaten / Kota;Kode Kabupaten / Kota;Nama Kabupaten / Kota;Kode Kabupaten / Kota
1;Kulon Progo;3401;Kab. Kulon Progo;34.01
2;Bantul;3402;Kab. Bantul;34.02
3;Gunung Kidul;3403;Kab. Gunungkidul;34.03
4;Sleman;3404;Kab. Sleman;34.04
5;Yogyakarta;3471;Kota Yogyakarta;34.71
