No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pantai;1401010005;Pantai;14.09.01.2005
2;Air Buluh;1401010006;Air Buluh;14.09.01.2004
3;Lubuk Ramo;1401010007;Lubuk Ramo;14.09.01.2007
4;Koto Cengar;1401010008;Koto Cengar;14.09.01.2009
5;Seberang Cengar;1401010009;Seberang Cengar;14.09.01.2008
6;Sangau;1401010010;Sangau;14.09.01.2010
7;Banjar Padang;1401010011;Banjar Padang;14.09.01.2011
8;Lubuk Jambi;1401010012;Pasar Lubuk Jambi;14.09.01.1012
9;Koto Lubuk Jambi;1401010013;Koto Lubuk Jambi;14.09.01.2014
10;Kasang;1401010014;Kasang;14.09.01.2013
11;Aur Duri;1401010016;Aur Duri;14.09.01.2026
12;Bukit Kauman;1401010017;Bukit Kauman;14.09.01.2025
13;Sungai Manau;1401010018;Sungaimanau;14.09.01.2027
14;Saik;1401010028;Saik;14.09.01.2021
15;Pebaun Hulu;1401010029;Pebaun Hulu;14.09.01.2022
16;Pebaun Hilir;1401010030;Pebaun Hilir;14.09.01.2023
17;Kinali;1401010031;Kinali;14.09.01.2024
18;Pulau Binjai;1401010032;Pulaubinjai;14.09.01.2015
19;Seberang Pantai;1401010033;Seberang Pantai;14.09.01.2016
20;Luai;1401010034;Luai;14.09.01.2018
21;Rantau Sialang;1401010035;Rantau Sialang;14.09.01.2017
22;Banjar Guntung;1401010036;Banjar Guntung;14.09.01.2019
23;Bukit Pedusunan;1401010038;Bukitpedusunan;14.09.01.2020
24;Muaro Tombang;1401010041;Muaro Tombang;14.09.01.2030
