No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Peso;6502010;Peso;65.01.07
2;Peso Hilir;6502020;Peso Hilir;65.01.08
3;Tanjung Palas Barat;6502030;Tanjung Palas Barat;65.01.02
4;Tanjung Palas;6502040;Tanjung Palas;65.01.01
5;Tanjung Selor;6502050;Tanjung Selor;65.01.05
6;Tanjung Palas Timur;6502060;Tanjung Palas Timur;65.01.04
7;Tanjung Palas Tengah;6502070;Tanjung Palas Tengah;65.01.06
8;Tanjung Palas Utara;6502080;Tanjung Palas Utara;65.01.03
9;Sekatak;6502090;Sekatak;65.01.09
10;Bunyu;6502100;Bunyu;65.01.10
