No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Jelai;6206010;Jelai;62.08.02
2;Pantai Lunci;6206011;Pantai Lunci;62.08.04
3;Sukamara;6206020;Sukamara;62.08.01
4;Balai Riam;6206030;Balai Riam;62.08.03
5;Permata Kecubung;6206031;Permata Kecubung;62.08.05
