No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sindangangin;3207110001;Sindangangin;32.07.17.2012
2;Puloerang;3207110002;Puloerang;32.07.17.2019
3;Kalapasawit;3207110003;Kalapasawit;32.07.17.2018
4;Sukanagara;3207110004;Sukanagara;32.07.17.2009
5;Kertajaya;3207110005;Kertajaya;32.07.17.2007
6;Sidaharja;3207110006;Sidaharja;32.07.17.2006
7;Baregbeg;3207110007;Baregbeg;32.07.17.2017
8;Cintajaya;3207110008;Cintajaya;32.07.17.2010
9;Tambakreja;3207110009;Tambakreja;32.07.17.2013
10;Cintaratu;3207110010;Cintaratu;32.07.17.2011
