No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pelangan;5201010001;Pelangan;52.01.07.2003
2;Sekotong Barat;5201010002;Sekotong Barat;52.01.07.2002
3;Buwun Mas;5201010003;Buwun Mas;52.01.07.2004
4;Buwun Mas;5201010003;Buwun Mas;52.01.07.2004
5;Buwun Mas;5201010003;Buwun Mas;52.01.07.2004
6;Sekotong Tengah;5201010004;Sekotong Tengah;52.01.07.2001
7;Kedaro;5201010005;Kedaro;52.01.07.2005
8;Batu Putih;5201010006;Batu Putih;52.01.07.2006
9;Cendi Manik;5201010007;Cendi Manik;52.01.07.2008
10;Gili Gede Indah;5201010008;Gili Gede Indah;52.01.07.2007
11;Taman Baru;5201010011;Taman Baru;52.01.07.2009
