No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sinar Baru;1810060002;Sinar Baru;18.10.08.2001
2;Sukoharjo I;1810060003;Sukoharjo I;18.10.08.2002
3;Sukoharjo Ii;1810060004;Sukoharjo Ii;18.10.08.2003
4;Sukoharjo Iv;1810060005;Sukoharjo Iv;18.10.08.2005
5;Panggung Rejo;1810060006;Panggungrejo;18.10.08.2006
6;Pandansari;1810060007;Pandan Sari;18.10.08.2007
7;Pandan Surat;1810060008;Pandan Surat;18.10.08.2008
8;Sukoharjo Iii;1810060009;Sukoharjo Iii;18.10.08.2004
9;Keputran;1810060010;Keputran;18.10.08.2009
10;Sukoyoso;1810060011;Sukoyoso;18.10.08.2010
11;Siliwangi;1810060012;Siliwangi;18.10.08.2011
12;Waringinsari Barat;1810060022;Waringinsari Barat;18.10.08.2012
13;Pandansari Selatan;1810060023;Pandan Sari Selatan;18.10.08.2013
14;Sinar Baru Timur;1810060024;Sinar Baru Timur;18.10.08.2014
15;Panggung Rejo Utara;1810060025;Panggung Rejo Utara;18.10.08.2015
16;Sukoharjo Iii Barat;1810060026;Sukoharjo Iii Barat;18.10.08.2016
