No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sawahan;3518010;Sawahan;35.18.01
2;Ngetos;3518020;Ngetos;35.18.02
3;Berbek;3518030;Berbek;35.18.03
4;Loceret;3518040;Loceret;35.18.04
5;Pace;3518050;Pace;35.18.05
6;Tanjunganom;3518060;Tanjunganom;35.18.11
7;Prambon;3518070;Prambon;35.18.06
8;Ngronggot;3518080;Ngronggot;35.18.07
9;Kertosono;3518090;Kertosono;35.18.08
10;Patianrowo;3518100;Patianrowo;35.18.09
11;Baron;3518110;Baron;35.18.10
12;Gondang;3518120;Gondang;35.18.17
13;Sukomoro;3518130;Sukomoro;35.18.12
14;Nganjuk;3518140;Nganjuk;35.18.13
15;Bagor;3518150;Bagor;35.18.14
16;Wilangan;3518160;Wilangan;35.18.15
17;Rejoso;3518170;Rejoso;35.18.16
18;Ngluyu;3518180;Ngluyu;35.18.18
19;Lengkong;3518190;Lengkong;35.18.19
20;Jatikalen;3518200;Jatikalen;35.18.20
