No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Faennake;5305025001;Faenake;53.03.17.2001
2;Baas;5305025002;Baas;53.03.17.2009
3;Haumeni;5305025003;Haumeni;53.03.17.2008
4;Napan;5305025004;Napan;53.03.17.2007
5;Tes;5305025005;Tes;53.03.17.2006
6;Sainoni;5305025006;Sainoni;53.03.17.2005
7;Banain;5305025007;Banain A;53.03.17.2002
8;Banain;5305025007;Banain C;53.03.17.2004
9;Banain;5305025007;Banain B;53.03.17.2003
10;Banain B;5305025008;Banain B;53.03.17.2003
11;Banain C;5305025009;Banain C;53.03.17.2004
