No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Buttu Ada;7604041001;Buttuada;76.02.15.2003
2;Bonehau;7604041002;Bonehau;76.02.15.2001
3;Salutiwo;7604041003;Salutiwo;76.02.15.2002
4;Lumika;7604041005;Lumika;76.02.15.2005
5;Tamalea;7604041007;Tamalea;76.02.15.2004
6;Mappu;7604041008;Mappu;76.02.15.2006
7;Banuada;7604041009;Banuada;76.02.15.2009
8;Hinua;7604041010;Hinua;76.02.15.2010
9;Kinatang;7604041011;Kinatang;76.02.15.2011
