No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Jatipuro;3313010;Jatipuro;33.13.01
2;Jatiyoso;3313020;Jatiyoso;33.13.02
3;Jumapolo;3313030;Jumapolo;33.13.03
4;Jumantono;3313040;Jumantono;33.13.04
5;Matesih;3313050;Matesih;33.13.05
6;Tawangmangu;3313060;Tawangmangu;33.13.06
7;Ngargoyoso;3313070;Ngargoyoso;33.13.07
8;Karangpandan;3313080;Karangpandan;33.13.08
9;Karanganyar;3313090;Karanganyar;33.13.09
10;Tasikmadu;3313100;Tasikmadu;33.13.10
11;Jaten;3313110;Jaten;33.13.11
12;Colomadu;3313120;Colomadu;33.13.12
13;Gondangrejo;3313130;Gondangrejo;33.13.13
14;Kebakkramat;3313140;Kebakkramat;33.13.14
15;Mojogedang;3313150;Mojogedang;33.13.15
16;Kerjo;3313160;Kerjo;33.13.16
17;Jenawi;3313170;Jenawi;33.13.17
