No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kotarih;1218010;Kotarih;12.18.10
2;Silinda;1218011;Silinda;12.18.11
3;Bintang Bayu;1218012;Bintang Bayu;12.18.17
4;Dolok Masihul;1218020;Dolok Masihul;12.18.09
5;Serbajadi;1218021;Serba Jadi;12.18.12
6;Sipispis;1218030;Sipispis;12.18.08
7;Dolok Merawan;1218040;Dolok Merawan;12.18.07
8;Tebingtinggi;1218050;Tebing Tinggi;12.18.13
9;Tebing Syahbandar;1218051;Tebing Syahbandar;12.18.16
10;Bandar Khalipah;1218060;Bandar Khalifah;12.18.06
11;Tanjung Beringin;1218070;Tanjung Beringin;12.18.05
12;Sei Rampah;1218080;Sei Rampah;12.18.04
13;Sei Bamban;1218081;Sei Bamban;12.18.15
14;Teluk Mengkudu;1218090;Teluk Mengkudu;12.18.03
15;Perbaungan;1218100;Perbaungan;12.18.02
16;Pegajahan;1218101;Pegajahan;12.18.14
17;Pantai Cermin;1218110;Pantai Cermin;12.18.01
