No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Laingpatehi;7108030005;Laingpatehi;71.09.03.2012
2;Pumpente;7108030006;Pumpente;71.09.03.2011
3;Bahoi;7108030007;Bahoi;71.09.03.1001
4;Mahangiang;7108030008;Mahangiang;71.09.03.2008
5;Tulusan;7108030009;Tulusan;71.09.03.2009
6;Haasi;7108030010;Haasi;71.09.03.2010
7;Boto;7108030021;Boto;71.09.03.2004
8;Balehumara;7108030022;Balehumara;71.09.03.1002
9;Lesah;7108030023;Lesah;71.09.03.2003
10;Mulengen;7108030024;Mulengan;71.09.03.2007
11;Mohonsawang;7108030025;Mohongsawang;71.09.03.2005
12;Apengsala;7108030026;Apengsala;71.09.03.2006
13;Lesah Rende;7108030027;Lesah Rende;71.09.03.2013
14;Barangkaa Pehe;7108030028;Barangka Pehe;71.09.03.2014
15;Pahiama;7108030029;Pahiama;71.09.03.2015
