No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Jatirejo;3516010;Jatirejo;35.16.01
2;Gondang;3516020;Gondang;35.16.02
3;Pacet;3516030;Pacet;35.16.03
4;Trawas;3516040;Trawas;35.16.04
5;Ngoro;3516050;Ngoro;35.16.05
6;Pungging;3516060;Pungging;35.16.06
7;Kutorejo;3516070;Kutorejo;35.16.07
8;Mojosari;3516080;Mojosari;35.16.08
9;Bangsal;3516090;Bangsal;35.16.10
10;Mojoanyar;3516091;Mojoanyar;35.16.18
11;Dlanggu;3516100;Dlanggu;35.16.09
12;Puri;3516110;Puri;35.16.11
13;Trowulan;3516120;Trowulan;35.16.12
14;Sooko;3516130;Sooko;35.16.13
15;Gedek;3516140;Gedeg;35.16.14
16;Kemlagi;3516150;Kemlagi;35.16.15
17;Jetis;3516160;Jetis;35.16.16
18;Dawar Blandong;3516170;Dawarblandong;35.16.17
