No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tulang Bawang Udik;1812010;Tulang Bawang Udik;18.12.03
2;Tumi Jajar;1812020;Tumijajar;18.12.02
3;Tulang Bawang Tengah;1812030;Tulang Bawang Tengah;18.12.01
4;Pagar Dewa;1812040;Pagar Dewa;18.12.08
5;Lambu Kibang;1812050;Lambu Kibang;18.12.07
6;Gunung Terang;1812060;Gunung Terang;18.12.04
7;Batu Putih;1812061;Batu Putih;18.12.09
8;Gunung Agung;1812070;Gunung Agung;18.12.05
9;Way Kenanga;1812080;Way Kenanga;18.12.06
