No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kedung;3320010;Kedung;33.20.01
2;Pecangaan;3320020;Pecangaan;33.20.02
3;Kalinyamatan;3320021;Kalinyamatan;33.20.13
4;Welahan;3320030;Welahan;33.20.03
5;Mayong;3320040;Mayong;33.20.04
6;Nalumsari;3320050;Nalumsari;33.20.12
7;Batealit;3320060;Batealit;33.20.05
8;Tahunan;3320070;Tahunan;33.20.11
9;Jepara;3320080;Jepara;33.20.06
10;Mlonggo;3320090;Mlonggo;33.20.07
11;Pakis Aji;3320091;Pakis Aji;33.20.15
12;Bangsri;3320100;Bangsri;33.20.08
13;Kembang;3320101;Kembang;33.20.14
14;Keling;3320110;Keling;33.20.09
15;Donorojo;3320111;Donorojo;33.20.16
16;Karimunjawa;3320120;Karimun Jawa;33.20.10
