No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Karangtanjung;3515070001;Karangtanjung;35.15.07.2001
2;Sumorame;3515070002;Sumorame;35.15.07.2002
3;Ngampelsari;3515070003;Ngampelsari;35.15.07.2003
4;Balonggabus;3515070004;Balonggabus;35.15.07.2004
5;Balongdowo;3515070005;Balongdowo;35.15.07.2005
6;Kendalpecabean;3515070006;Kendalpecabean;35.15.07.2006
7;Kedung Peluk;3515070007;Kedungpeluk;35.15.07.2007
8;Kalipecabean;3515070008;Kalipecabean;35.15.07.2008
9;Klurak;3515070009;Klurak;35.15.07.2009
10;Kebonsari;3515070010;Kebonsari;35.15.07.2010
11;Gelam;3515070011;Gelam;35.15.07.2011
12;Candi;3515070012;Candi;35.15.07.2012
13;Sugih Waras;3515070013;Sugihwaras;35.15.07.2013
14;Kedungkendo;3515070014;Kedungkendo;35.15.07.2014
15;Durungbanjar;3515070015;Durungbanjar;35.15.07.2015
16;Durungbedug;3515070016;Durungbedug;35.15.07.2016
17;Jambangan;3515070017;Jambangan;35.15.07.2017
18;Sumokali;3515070018;Sumokali;35.15.07.2020
19;Tenggulunan;3515070019;Tenggulunan;35.15.07.2021
20;Bligo;3515070020;Bligo;35.15.07.2022
21;Wedoro Klurak;3515070021;Wedoroklurak;35.15.07.2023
22;Larangan;3515070022;Larangan;35.15.07.2024
23;Sepande;3515070023;Sepande;35.15.07.2019
24;Sidodadi;3515070024;Sidodadi;35.15.07.2018
