No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Matalagi;7409110010;Matalagi;74.10.06.2003
2;Laeya;7409110011;Laea;74.10.06.2002
3;Labaraga;7409110012;Labaraga;74.10.06.2006
4;Lasiwa;7409110013;Lasiwa;74.10.06.2001
5;Labuan Bajo;7409110014;Labuan Bajo;74.10.06.2005
6;Labuan Wolio;7409110015;Labuan Walio;74.10.06.1008
7;Labuan;7409110016;Labuan;74.10.06.1007
8;Wantulasi;7409110017;Wantulasi;74.10.06.2004
9;Laba Jaya;7409110018;Laba Jaya;74.10.06.2013
10;Sumampeno;7409110019;Sumampeno;74.10.06.2010
11;Labuko;7409110020;Labuko;74.10.06.2012
12;Wamorapa;7409110021;Wamorapa;74.10.06.2009
13;Oengkapala;7409110022;Oengkapala;74.10.06.2011
14;Upt Laeya;7409110023;Mata;74.10.02.2008
