No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Medan Tuntungan;1275010;Medan Tuntungan;12.71.07
2;Medan Johor;1275020;Medan Johor;12.71.11
3;Medan Amplas;1275030;Medan Amplas;12.71.09
4;Medan Denai;1275040;Medan Denai;12.71.04
5;Medan Area;1275050;Medan Area;12.71.10
6;Medan Kota;1275060;Medan Kota;12.71.01
7;Medan Maimun;1275070;Medan Maimun;12.71.15
8;Medan Polonia;1275080;Medan Polonia;12.71.16
9;Medan Baru;1275090;Medan Baru;12.71.17
10;Medan Selayang;1275100;Medan Selayang;12.71.21
11;Medan Sunggal;1275110;Medan Sunggal;12.71.02
12;Medan Helvetia;1275120;Medan Helvetia;12.71.03
13;Medan Petisah;1275130;Medan Petisah;12.71.19
14;Medan Barat;1275140;Medan Barat;12.71.05
15;Medan Timur;1275150;Medan Timur;12.71.20
16;Medan Perjuangan;1275160;Medan Perjuangan;12.71.18
17;Medan Tembung;1275170;Medan Tembung;12.71.14
18;Medan Deli;1275180;Medan Deli;12.71.06
19;Medan Labuhan;1275190;Medan Labuhan;12.71.13
20;Medan Marelan;1275200;Medan Marelan;12.71.12
21;Medan Belawan;1275210;Medan Belawan;12.71.08
