No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Bilah Hulu;1207050;Bilah Hulu;12.10.09
2;Pangkatan;1207070;Pangkatan;12.10.14
3;Bilah Barat;1207080;Bilah Barat;12.10.07
4;Bilah Hilir;1207130;Bilah Hilir;12.10.08
5;Panai Hulu;1207140;Panai Hulu;12.10.20
6;Panai Tengah;1207150;Panai Tengah;12.10.18
7;Panai Hilir;1207160;Panai Hilir;12.10.19
8;Rantau Selatan;1207210;Rantau Selatan;12.10.02
9;Rantau Utara;1207220;Rantau Utara;12.10.01
