No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Pangkalan;3215010;Pangkalan;32.15.02
2;Tegalwaru;3215011;Tegalwaru;32.15.28
3;Ciampel;3215020;Ciampel;32.15.04
4;Telukjambe Timur;3215031;Telukjambe Timur;32.15.03
5;Telukjambe Barat;3215032;Telukjambe Barat;32.15.27
6;Klari;3215040;Klari;32.15.05
7;Cikampek;3215050;Cikampek;32.15.13
8;Purwasari;3215051;Purwasari;32.15.29
9;Tirtamulya;3215060;Tirtamulya;32.15.16
10;Jatisari;3215070;Jatisari;32.15.14
11;Banyusari;3215071;Banyusari;32.15.24
12;Kotabaru;3215072;Kota Baru;32.15.25
13;Cilamaya Wetan;3215081;Cilamaya Wetan;32.15.15
14;Cilamaya Kulon;3215082;Cilamaya Kulon;32.15.23
15;Lemahabang;3215090;Lemahabang;32.15.19
16;Telagasari;3215100;Telagasari;32.15.17
17;Majalaya;3215111;Majalaya;32.15.21
18;Karawang Timur;3215112;Karawang Timur;32.15.26
19;Karawang Barat;3215113;Karawang Barat;32.15.01
20;Rawamerta;3215120;Rawamerta;32.15.18
21;Tempuran;3215130;Tempuran;32.15.20
22;Kutawaluya;3215140;Kutawaluya;32.15.07
23;Rengasdengklok;3215150;Rengasdengklok;32.15.06
24;Jayakerta;3215151;Jayakerta;32.15.22
25;Pedes;3215160;Pedes;32.15.10
26;Cilebar;3215161;Cilebar;32.15.30
27;Cibuaya;3215170;Cibuaya;32.15.11
28;Tirtajaya;3215180;Tirtajaya;32.15.09
29;Batujaya;3215190;Batujaya;32.15.08
30;Pakisjaya;3215200;Pakisjaya;32.15.12
