No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Baho;1224080001;Baho;12.24.01.2008
2;Maziaya;1224080002;Maziaya;12.24.01.2007
3;Fadoro Fulolo;1224080003;Fadoro Fulolo;12.24.01.2003
4;Hilidundra;1224080004;Hilidundra;12.24.01.2001
5;Lawira Satua;1224080005;Lawira Satua;12.24.01.2002
6;Hiligodu;1224080006;Hiligodu;12.24.01.2005
7;Lombuzaua;1224080007;Lombuza'ua;12.24.01.2006
8;Lawira Ii;1224080008;Lawira Ii;12.24.01.2010
9;Lawira I;1224080009;Lawira I;12.24.01.2004
10;Lolofaoso;1224080010;Lolofaoso;12.24.01.2009
11;Lolomboli;1224080011;Lolomboli;12.24.01.2012
12;Dahadano;1224080012;Dahadano;12.24.01.2011
13;Hiligeo Afia;1224080013;Hiligeo Afia;12.24.01.2013
