No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Way Serdang;1811010;Way Serdang;18.11.04
2;Simpang Pematang;1811020;Simpang Pematang;18.11.05
3;Panca Jaya;1811030;Panca Jaya;18.11.06
4;Tanjung Raya;1811040;Tanjung Raya;18.11.07
5;Mesuji;1811050;Mesuji;18.11.01
6;Mesuji Timur;1811060;Mesuji Timur;18.11.02
7;Rawajitu Utara;1811070;Rawa Jitu Utara;18.11.03
