No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Penanggungan;1608071001;Penanggungan;16.09.14.2004
2;Tanjung Kurung;1608071002;Tanjung Kurung;16.09.14.2002
3;Bumi Genap;1608071003;Bumi Genap;16.09.14.2005
4;Gedung Nyawa;1608071004;Gedung Nyawa;16.09.14.2006
5;Gedung Wani;1608071005;Gedung Wani;16.09.14.2007
6;Sura;1608071006;Sura;16.09.14.2008
7;Merpang;1608071007;Merpang;16.09.14.2001
8;Karang Endah;1608071008;Karang Endah;16.09.14.2009
9;Air Baru;1608071009;Air Baru;16.09.14.2003
