No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bahoea Reko Reko;7203040001;Bahoea Reko- Reko;72.06.08.2001
2;Wosu;7203040002;Wosu;72.06.08.2002
3;Larobenu;7203040003;Larobenu;72.06.08.2003
4;Umpanga;7203040004;Umpanga;72.06.08.2004
5;Tofogaro;7203040005;Topogaro;72.06.08.2006
6;Tondo;7203040006;Tondo;72.06.08.2005
7;Ambunu;7203040007;Ambunu;72.06.08.2007
8;Marga Mulya;7203040008;Marga Mulya;72.06.08.2029
9;Uedago;7203040009;Uedago;72.06.08.2012
10;Wata;7203040010;Wata;72.06.08.2008
