No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Salaman;3308010;Salaman;33.08.01
2;Borobudur;3308020;Borobudur;33.08.02
3;Ngluwar;3308030;Ngluwar;33.08.03
4;Salam;3308040;Salam;33.08.04
5;Srumbung;3308050;Srumbung;33.08.05
6;Dukun;3308060;Dukun;33.08.06
7;Muntilan;3308070;Muntilan;33.08.08
8;Mungkid;3308080;Mungkid;33.08.09
9;Sawangan;3308090;Sawangan;33.08.07
10;Candimulyo;3308100;Candimulyo;33.08.15
11;Mertoyudan;3308110;Mertoyudan;33.08.10
12;Tempuran;3308120;Tempuran;33.08.11
13;Kajoran;3308130;Kajoran;33.08.12
14;Kaliangkrik;3308140;Kaliangkrik;33.08.13
15;Bandongan;3308150;Bandongan;33.08.14
16;Windusari;3308160;Windusari;33.08.21
17;Secang;3308170;Secang;33.08.20
18;Tegalrejo;3308180;Tegalrejo;33.08.19
19;Pakis;3308190;Pakis;33.08.16
20;Grabag;3308200;Grabag;33.08.18
21;Ngablak;3308210;Ngablak;33.08.17
