No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Monta;5206010;Monta;52.06.01
2;Parado;5206011;Parado;52.06.16
3;Bolo;5206020;Bolo;52.06.02
4;Mada Pangga;5206021;Madapangga;52.06.13
5;Woha;5206030;Woha;52.06.03
6;Belo;5206040;Belo;52.06.04
7;Palibelo;5206041;Palibelo;52.06.18
8;Wawo;5206050;Wawo;52.06.05
9;Langgudu;5206051;Langgudu;52.06.11
10;Lambitu;5206052;Lambitu;52.06.17
11;Sape;5206060;Sape;52.06.06
12;Lambu;5206061;Lambu;52.06.12
13;Wera;5206070;Wera;52.06.07
14;Ambalawi;5206071;Ambalawi;52.06.10
15;Donggo;5206080;Donggo;52.06.08
16;Soromandi;5206081;Soromandi;52.06.15
17;Sanggar;5206090;Sanggar;52.06.09
18;Tambora;5206091;Tambora;52.06.14
