No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gandulan;3323070001;Gandulan;33.23.05.2013
2;Tegowanuh;3323070002;Tegowanuh;33.23.05.2010
3;Keblukan;3323070003;Keblukan;33.23.05.2011
4;Tepusen;3323070004;Tepusen;33.23.05.2012
5;Geblog;3323070005;Geblog;33.23.05.2009
6;Gandon;3323070006;Gandon;33.23.05.2003
7;Tleter;3323070007;Tleter;33.23.05.2004
8;Kwarakan;3323070008;Kwarakan;33.23.05.2014
9;Getas;3323070009;Getas;33.23.05.2005
10;Kalimanggis;3323070010;Kalimanggis;33.23.05.2006
11;Tlogowungu;3323070011;Tlogowungu;33.23.05.2002
12;Kaloran;3323070012;Kaloran;33.23.05.2001
13;Kemiri;3323070013;Kemiri;33.23.05.2008
14;Tempuran;3323070014;Tempuran;33.23.05.2007
