No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Mardingding;1211010;Mardingding;12.06.10
2;Laubaleng;1211020;Laubaleng;12.06.09
3;Tiga Binanga;1211030;Tigabinanga;12.06.08
4;Juhar;1211040;Juhar;12.06.07
5;Munte;1211050;Munte;12.06.06
6;Kuta Buluh;1211060;Kutabuluh;12.06.13
7;Payung;1211070;Payung;12.06.11
8;Tiganderket;1211071;Tiganderket;12.06.17
9;Simpang Empat;1211080;Simpang Empat;12.06.12
10;Naman Teran;1211081;Naman Teran;12.06.16
11;Merdeka;1211082;Merdeka;12.06.15
12;Kabanjahe;1211090;Kabanjahe;12.06.01
13;Berastagi;1211100;Berastagi;12.06.02
14;Tigapanah;1211110;Tigapanah;12.06.04
15;Dolat Rayat;1211111;Dolat Rayat;12.06.14
16;Merek;1211120;Merek;12.06.05
17;Barusjahe;1211130;Barusjahe;12.06.03
