No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sukabanjar;1608050013;Suka Banjar;16.09.01.2004
2;Sukaraja Ii;1608050014;Sukaraja Ii;16.09.01.2005
3;Bumi Agung;1608050017;Bumi Agung;16.09.01.1014
4;Batu Belang Jaya;1608050018;Batu Belang Jaya;16.09.01.1013
5;Kisau;1608050019;Kisau;16.09.01.1016
6;Pancur Pungah;1608050020;Pancur Pungah;16.09.01.1015
7;Pasar Muaradua;1608050021;Pasar Muaradua;16.09.01.1019
8;Gunung Tiga;1608050022;Gunung Tiga;16.09.01.2003
9;Gedung Lepihan;1608050023;Gedung Lepihan;16.09.01.2002
10;Pendagan;1608050058;Pendagan;16.09.01.2017
11;Mehanggin;1608050059;Mehanggin;16.09.01.2018
12;Batu Belang 2;1608050064;Batu Belang 2;16.09.01.2025
13;Pelangki;1608050065;Pelangki;16.09.01.2024
14;Datar;1608050066;Datar;16.09.01.2026
