No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Rejasa;5102070001;Rejasa;51.02.08.2001
2;Jegu;5102070002;Jegu;51.02.08.2002
3;Riang Gede;5102070003;Riang Gede;51.02.08.2003
4;Buruan;5102070004;Buruan;51.02.08.2004
5;Tajen;5102070005;Tajen;51.02.08.2015
6;Pitra;5102070006;Pitra;51.02.08.2006
7;Penatahan;5102070007;Penatahan;51.02.08.2007
8;Tengkudak;5102070008;Tengkudak;51.02.08.2008
9;Mengeste;5102070009;Mengesta;51.02.08.2009
10;Penebel;5102070010;Penebel;51.02.08.2010
11;Biaung;5102070011;Biaung;51.02.08.2005
12;Babahan;5102070012;Babakan;51.02.08.2011
13;Senganan;5102070013;Senganan;51.02.08.2012
14;Jatiluwih;5102070014;Jatiluwih;51.02.08.2013
15;Wongaya Gede;5102070015;Wongaya Gede;51.02.08.2014
16;Pesagi;5102070016;Pesagi;51.02.08.2017
17;Tegalinggah;5102070017;Tegallinggah;51.02.08.2016
18;Sangketan;5102070018;Sangketan;51.02.08.2018
