No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Batu Putih;1601140001;Batu Putih;16.01.13.2001
2;Laya;1601140002;Laya;16.01.13.2002
3;Saung Naga;1601140003;Saung Naga;16.01.13.1004
4;Tanjung Agung;1601140004;Tanjungagung;16.01.13.1003
5;Talang Jawa;1601140005;Talang Jawa;16.01.13.1005
6;Air Gading;1601140006;Air Gading;16.01.13.1011
7;Pusar;1601140007;Pusar;16.01.13.2006
8;Batu Kuning;1601140008;Batu Kuning;16.01.13.1007
9;Karang Agung;1601140009;Karang Agung;16.01.13.2008
10;Karang Endah;1601140010;Karang Endah;16.01.13.2009
11;Tanjung Karang;1601140011;Tanjung Karang;16.01.13.2010
12;Suka Maju;1601140012;Sukamaju;16.01.13.2012
