No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Huta Bargot Dolok;1202055001;Huta Bargot Dolok;12.13.19.2005
2;Huta Bargot Nauli;1202055002;Huta Bargot Nauli;12.13.19.2007
3;Pasar Huta Bargot;1202055003;Pasar Huta Bargot;12.13.19.2003
4;Bangun Sejati;1202055004;Bangun Sejati;12.13.19.2001
5;Huta Bargot Lombang;1202055005;Huta Bargot Lombang;12.13.19.2004
6;Huta Bargot Setia;1202055006;Huta Bargot Setia;12.13.19.2006
7;Mondan;1202055007;Mondan;12.13.19.2008
8;Sayur Maincat;1202055008;Sayur Maincat;12.13.19.2009
9;Simalagi;1202055009;Simalagi;12.13.19.2011
10;Hutarimbaru;1202055010;Hutarimbaru;12.13.19.2002
11;Kumpulan Setia;1202055011;Kumpulan Setia;12.13.19.2010
12;Hutanaingkan;1202055012;Hutanaingkan;12.13.02.2024
13;Binanga;1202055013;Binanga;12.13.02.2023
14;Saba Padang;1202055014;Saba Padang;12.13.19.2012
