No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Parakan;3323010;Parakan;33.23.08
2;Kledung;3323011;Kledung;33.23.17
3;Bansari;3323012;Bansari;33.23.16
4;Bulu;3323020;Bulu;33.23.01
5;Temanggung;3323030;Temanggung;33.23.03
6;Tlogomulyo;3323031;Tlogomulyo;33.23.14
7;Tembarak;3323040;Tembarak;33.23.02
8;Selopampang;3323041;Selopampang;33.23.15
9;Kranggan;3323050;Kranggan;33.23.13
10;Pringsurat;3323060;Pringsurat;33.23.04
11;Kaloran;3323070;Kaloran;33.23.05
12;Kandangan;3323080;Kandangan;33.23.06
13;Kedu;3323090;Kedu;33.23.07
14;Ngadirejo;3323100;Ngadirejo;33.23.09
15;Jumo;3323110;Jumo;33.23.10
16;Gemawang;3323111;Gemawang;33.23.20
17;Candiroto;3323120;Candiroto;33.23.12
18;Bejen;3323121;Bejen;33.23.18
19;Tretep;3323130;Tretep;33.23.11
20;Wonoboyo;3323131;Wonoboyo;33.23.19
