No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Penanggootu;7411020001;Penanggootu;74.11.05.2021
2;Mondoke;7411020002;Mondoke;74.11.05.2022
3;Mokupa;7411020003;Mokupa;74.11.05.2003
4;Onemanu;7411020004;Onemanu;74.11.05.2026
5;Bou;7411020005;Bou;74.11.05.2010
6;Lowa;7411020006;Lowa;74.11.05.2007
7;Lere Jaya;7411020007;Lere Jaya;74.11.05.2009
8;Atolanu;7411020008;Atolanu;74.11.05.2008
9;Inotu;7411020009;Inotu;74.11.05.2013
10;Penanggo Jaya;7411020010;Penanggo Jaya;74.11.05.1002
11;Lambandia;7411020011;Lambandia;74.11.05.2012
12;Penanggoosi;7411020012;Penanggoosi;74.11.05.2005
13;Wonuambuteo;7411020013;Wonuambuteo;74.11.05.2001
14;Lalolera;7411020014;Lalolere;74.11.05.2018
15;Pomburea;7411020015;Pomborea;74.11.05.2019
