No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Giriyoso;3312230001;Giriyoso;33.12.21.2001
2;Kopen;3312230002;Kopen;33.12.21.2002
3;Jatipurno;3312230003;Jatipurno;33.12.21.1005
4;Tawangrejo;3312230004;Tawangrejo;33.12.21.2004
5;Jatipurwo;3312230005;Jatipurwo;33.12.21.2003
6;Slogoretno;3312230006;Slogoretno;33.12.21.2006
7;Kembang;3312230007;Kembang;33.12.21.2007
8;Girimulyo;3312230008;Girimulyo;33.12.21.2008
9;Balepanjang;3312230009;Balepanjang;33.12.21.1009
10;Jeporo;3312230010;Jeporo;33.12.21.2010
11;Mangunharjo;3312230011;Mangunharjo;33.12.21.2011
