No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sabbang Paru;7313010;Sabangparu;73.13.01
2;Tempe;7313020;Tempe;73.13.06
3;Pammana;7313030;Pammana;73.13.02
4;Bola;7313040;Bola;73.13.11
5;Takkalalla;7313050;Takkalalla;73.13.03
6;Sajoanging;7313060;Sajoanging;73.13.04
7;Penrang;7313061;Penrang;73.13.12
8;Majauleng;7313070;Majauleng;73.13.05
9;Tanasitolo;7313080;Tanasitolo;73.13.08
10;Belawa;7313090;Belawa;73.13.07
11;Maniang Pajo;7313100;Maniangpajo;73.13.09
12;Gilireng;7313101;Gilireng;73.13.13
13;Keera;7313110;Keera;73.13.14
14;Pitumpanua;7313120;Pitumpanua;73.13.10
