No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bantarpanjang;3202130001;Bantarpanjang;32.02.08.2003
2;Bojongtipar;3202130009;Bojongtipar;32.02.08.2011
3;Cijulang;3202130010;Cijulang;32.02.08.2009
4;Nangerang;3202130011;Nangerang;32.02.08.2005
5;Bojong Jengkol;3202130012;Bojongjengkol;32.02.08.2004
6;Bantar Agung;3202130013;Bantaragung;32.02.08.2010
7;Jampang Tengah;3202130014;Jampangtengah;32.02.08.2001
8;Panumbangan;3202130015;Panumbangan;32.02.08.2008
9;Sindangresmi;3202130016;Sindangresmi;32.02.08.2007
10;Tanjungsari;3202130017;Tanjungsari;32.02.08.2006
11;Padabeunghar;3202130018;Padabeunghar;32.02.08.2002
