No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gayam;3529210001;Gayam;35.29.20.2006
2;Jambuir;3529210002;Jambuir;35.29.20.2005
3;Pancor;3529210003;Pancor;35.29.20.2001
4;Prambanan;3529210004;Prambanan;35.29.20.2002
5;Gendang Timur;3529210005;Gendang Timur;35.29.20.2003
6;Karangtengah;3529210006;Karang Tengah;35.29.20.2004
7;Nyamplong;3529210007;Nyamplong;35.29.20.2008
8;Gendang Barat;3529210008;Gendang Barat;35.29.20.2009
9;Kalowang;3529210009;Kalowang;35.29.20.2007
10;Tarebung;3529210010;Tarebung;35.29.20.2010
