No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tamher Warat;8107011002;Tamher Warat;81.05.05.2007
2;Kelangan;8107011003;Kelangan;81.05.05.2005
3;Tamher Timur;8107011004;Tamher Timur;81.05.05.2008
4;Amar Laut;8107011005;Amarlaut;81.05.05.2006
5;Utta;8107011006;Utta;81.05.05.2004
6;Lahema;8107011007;Lahema;81.05.05.2003
7;Effa;8107011008;Effa;81.05.05.2002
8;Ilili;8107011009;Ilili;81.05.05.2001
9;Tanah Baru;8107011010;Tanah Baru;81.05.05.2021
10;Guliar;8107011011;Guliar;81.05.05.2022
11;Keldor;8107011021;Keldor;81.05.05.2011
12;Wunnin Eldedora;8107011022;Wunin Eldedora;81.05.05.2010
13;Karlomin;8107011023;Karlomin;81.05.05.2023
14;Otademan;8107011024;Otademan;81.05.05.2024
15;Ruma Durun;8107011025;Ruma Durun;81.05.05.2027
16;Tana Soa;8107011026;Tana Soa;81.05.05.2028
17;Kilbutak;8107011027;Kilbutak;81.05.05.2026
18;Kurwara;8107011028;Kurwara;81.05.05.2025
