No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Mendahara;1506010;Mendahara;15.07.03
2;Mendahara Ulu;1506011;Mendahara Ulu;15.07.09
3;Geragai;1506012;Geragai;15.07.10
4;Dendang;1506020;Dendang;15.07.06
5;Muara Sabak Barat;1506031;Muara Sabak Barat;15.07.07
6;Muara Sabak Timur;1506032;Muara Sabak Timur;15.07.01
7;Kuala Jambi;1506033;Kuala Jambi;15.07.08
8;Rantau Rasau;1506040;Rantau Rasau;15.07.04
9;Berbak;1506041;Berbak;15.07.11
10;Nipah Panjang;1506050;Nipah Panjang;15.07.02
11;Sadu;1506060;S A D U;15.07.05
