No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Bonjol;1309070;Bonjol;13.08.04
2;Tigo Nagari;1309071;Tigo Nagari;13.08.13
3;Simpang Alahan Mati;1309072;Simpang Alahan Mati;13.08.16
4;Lubuk Sikaping;1309080;Lubuk Sikaping;13.08.05
5;Dua Koto;1309100;Duo Koto;13.08.12
6;Panti;1309110;Panti;13.08.07
7;Padang Gelugur;1309111;Padang Gelugur;13.08.17
8;Rao;1309121;Rao;13.08.14
9;Mapat Tunggul;1309122;Mapat Tunggul;13.08.08
10;Mapat Tunggul Selatan;1309123;Mapat Tunggul Selatan;13.08.15
11;Rao Selatan;1309124;Rao Selatan;13.08.19
12;Rao Utara;1309125;Rao Utara;13.08.18
