No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Panrannuangku;7305040003;Panrannuangku;73.05.04.1001
2;Mannongkoki;7305040004;Manongkoki;73.05.04.1002
3;Malewang;7305040005;Malewang;73.05.04.1003
4;Palleko;7305040006;Palleko;73.05.04.1004
5;Mattompodalle;7305040007;Mattompodale;73.05.04.1005
6;Parang Luara;7305040008;Parang Luara;73.05.04.1006
7;'Pa''rappunganta';7305040009;Pa'rappunganta;73.05.04.2009
8;Massamaturu;7305040010;Massamaturu;73.05.04.2014
9;Timbuseng;7305040011;Timbuseng;73.05.04.2013
10;'Ko''mara';7305040012;Ko'mara;73.05.04.2012
11;Barugaya;7305040013;Barugaya;73.05.04.2011
12;Towata;7305040014;Towata;73.05.04.2010
13;Kampung Beru;7305040015;Kampung Beru;73.05.04.2008
14;Lassang;7305040016;Lassang;73.05.04.2007
15;Parangbado;7305040017;Parang Baddo;73.05.04.2015
16;Lassang Barat;7305040018;Lassang Barat;73.05.04.2016
17;Balangtanaya;7305040019;Balangtanaya;73.05.04.2017
18;'Kale Ko''mara';7305040020;Kale Ko'mara;73.05.04.2018
