No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Panca Lautang;7314010;Panca Lautan;73.14.01
2;Tellulimpo E;7314020;Tellu Limpoe;73.14.02
3;Watang Pulu;7314030;Watang Pulu;73.14.03
4;Baranti;7314040;Baranti;73.14.04
5;Panca Rijang;7314050;Panca Rijang;73.14.05
6;Kulo;7314051;Kulo;73.14.06
7;Maritengngae;7314060;Maritengngae;73.14.07
8;Watang Sidenreng;7314061;Wt. Sidenreng;73.14.08
9;Pitu Riawa;7314070;Pitu Riawa;73.14.10
10;Duapitue;7314080;Dua Pitue;73.14.09
11;Pitu Riase;7314081;Pitu Raise;73.14.11
