No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Payakumbuh;1308010;Payakumbuh;13.07.03
2;Akabiluru;1308011;Akabiluru;13.07.13
3;Luak;1308020;Luak;13.07.04
4;Lareh Sago Halaban;1308021;Lareh Sago Halaban;13.07.09
5;Situjuah Limo Nagari;1308022;Situjuah Limo Nagari;13.07.10
6;Harau;1308030;Harau;13.07.05
7;Guguak;1308040;Guguak;13.07.02
8;Mungka;1308041;Mungka;13.07.11
9;Suliki;1308050;Suliki;13.07.01
10;Bukik Barisan;1308051;Bukik Barisan;13.07.12
11;Gunuang Omeh;1308060;Gunuang Omeh;13.07.08
12;Kapur Ix;1308070;Kapur Ix;13.07.07
13;Pangkalan Koto Baru;1308080;Pangkalan Koto Baru;13.07.06
