No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Gemawang;3322080001;Gemawang;33.22.08.2001
2;Bedono;3322080002;Bedono;33.22.08.2002
3;Kelurahan;3322080003;Kelurahan;33.22.08.2003
4;Brongkol;3322080004;Brongkol;33.22.08.2004
5;Jambu;3322080005;Jambu;33.22.08.2005
6;Gondoriyo;3322080006;Gondoriyo;33.22.08.1006
7;Kuwarasan;3322080007;Kuwarasan;33.22.08.2007
8;Kebondalem;3322080008;Kebondalem;33.22.08.2008
9;Rejosari;3322080009;Rejosari;33.22.08.2009
10;Genting;3322080010;Genting;33.22.08.2010
