No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Dimoro;3315040001;Dimoro;33.15.04.2007
2;Genengadal;3315040002;Genengadal;33.15.04.2006
3;Sindurejo;3315040003;Sindurejo;33.15.04.2005
4;Bandungharjo;3315040004;Bandungharjo;33.15.04.2004
5;Genengsari;3315040005;Genengsari;33.15.04.2003
6;Kenteng;3315040006;Kenteng;33.15.04.2002
7;Ngrandah;3315040007;Ngrandah;33.15.04.2001
8;Tunggak;3315040008;Tunggak;33.15.04.2016
9;Boloh;3315040009;Boloh;33.15.04.2015
10;Plosoharjo;3315040010;Plosoharjo;33.15.04.2014
11;Tambirejo;3315040011;Tambirejo;33.15.04.2013
12;Depok;3315040012;Depok;33.15.04.2012
13;Krangganharjo;3315040013;Krangganharjo;33.15.04.2011
14;Sugihan;3315040014;Sugihan;33.15.04.2010
15;Pilangpayung;3315040015;Pilangpayung;33.15.04.2009
16;Katong;3315040016;Katong;33.15.04.2008
