No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Lamboya;5301021;Lamboya;53.12.12
2;Wanokaka;5301022;Wanokaka;53.12.11
3;Laboya Barat;5301023;Laboya Barat;53.12.18
4;Loli;5301050;Loli;53.12.10
5;Kota Waikabubak;5301060;Kota Waikabubak;53.12.15
6;Tana Righu;5301072;Tana Righu;53.12.04
