No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sukapura;3513010;Sukapura;35.13.01
2;Sumber;3513020;Sumber;35.13.02
3;Kuripan;3513030;Kuripan;35.13.03
4;Bantaran;3513040;Bantaran;35.13.04
5;Leces;3513050;Leces;35.13.05
6;Tegalsiwalan;3513060;Tegalsiwalan;35.13.20
7;Banyuanyar;3513070;Banyuanyar;35.13.06
8;Tiris;3513080;Tiris;35.13.07
9;Krucil;3513090;Krucil;35.13.08
10;Gading;3513100;Gading;35.13.09
11;Pakuniran;3513110;Pakuniran;35.13.10
12;Kotaanyar;3513120;Kotaanyar;35.13.11
13;Paiton;3513130;Paiton;35.13.12
14;Besuk;3513140;Besuk;35.13.13
15;Kraksaan;3513150;Kraksaan;35.13.14
16;Krejengan;3513160;Krejengan;35.13.15
17;Pajarakan;3513170;Pejarakan;35.13.16
18;Maron;3513180;Maron;35.13.17
19;Gending;3513190;Gending;35.13.18
20;Dringu;3513200;Dringu;35.13.19
21;Wonomerto;3513210;Wonomerto;35.13.22
22;Lumbang;3513220;Lumbang;35.13.24
23;Tongas;3513230;Tongas;35.13.23
24;Sumberasih;3513240;Sumberasih;35.13.21
