No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Lhoong;1108010;Lhoong;11.06.01
2;Lhoknga;1108020;Lhoknga;11.06.02
3;Leupung;1108021;Leupung;11.06.22
4;Indrapuri;1108030;Indrapuri;11.06.03
5;Kuta Cot Glie;1108031;Kota Cot Glie;11.06.16
6;Seulimeum;1108040;Seulimeum;11.06.04
7;Kota Jantho;1108041;Kota Jantho;11.06.15
8;Lembah Seulawah;1108042;Lembah Seulawah;11.06.14
9;Mesjid Raya;1108050;Mesjid Raya;11.06.09
10;Darussalam;1108060;Darussalam;11.06.12
11;Baitussalam;1108061;Baitussalam;11.06.20
12;Kuta Baro;1108070;Kuta Baro;11.06.11
13;Montasik;1108080;Montasik;11.06.05
14;Blang Bintang;1108081;Blang Bintang;11.06.23
15;Ingin Jaya;1108090;Ingin Jaya;11.06.10
16;Krueng Barona Jaya;1108091;Krueng Barona Jaya;11.06.21
17;Suka Makmur;1108100;Sukamakmur;11.06.06
18;Kuta Malaka;1108101;Kuta Malaka;11.06.17
19;Simpang Tiga;1108102;Simpang Tiga;11.06.18
20;Darul Imarah;1108110;Darul Imarah;11.06.07
21;Darul Kamal;1108111;Darul Kamal;11.06.19
22;Peukan Bada;1108120;Peukan Bada;11.06.08
23;Pulo Aceh;1108130;Pulo Aceh;11.06.13
