No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Bontang Selatan;6474010;Bontang Selatan;64.74.02
2;Bontang Utara;6474020;Bontang Utara;64.74.01
3;Bontang Barat;6474030;Bontang Barat;64.74.03
