No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sareidi;9409040001;Sareidi;91.06.03.2013
2;Owi;9409040002;Owi;91.06.03.2003
3;Rim;9409040003;Rim;91.06.03.2030
4;Yenusi;9409040004;Yenusi;91.06.03.2016
5;Orwer;9409040005;Orwer;91.06.03.2015
6;Woniki;9409040006;Woniki;91.06.03.2004
7;Bindusi;9409040007;Bindusi;91.06.03.2014
8;Kajasi;9409040008;Kajasi;91.06.03.2005
9;Kajasbo;9409040009;Kajasbo;91.06.03.2017
10;Rimba Jaya;9409040017;Rimba Jaya;91.06.03.2002
11;Soon;9409040018;Soon;91.06.03.2012
12;Sunde;9409040019;Sunde;91.06.03.2010
13;Sepse;9409040020;Sepse;91.06.03.2011
14;Ruar;9409040021;Ruar;91.06.03.2021
15;Mandon;9409040022;Mandon;91.06.03.2022
16;Insumarires;9409040023;Insumarires;91.06.03.2028
17;Soryar;9409040024;Soryar;91.06.03.2023
18;Yendakem;9409040025;Yendakem;91.06.03.2036
19;Wasori;9409040026;Wasori;91.06.03.2035
20;Afefbo;9409040027;Afefbo;91.06.03.2038
21;Yenberok;9409040028;Yenberok;91.06.03.2034
22;Adorbari;9409040029;Adorbari;91.06.03.2031
23;Bosnik Sup;9409040030;Bosnik Sup;91.06.03.2032
24;Inofi;9409040031;Inofi;91.06.03.2033
25;Waderbo;9409040032;Waderbo;91.06.03.2037
26;Inmdi;9409040033;Inmdi;91.06.03.2039
