No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Srandakan;3402010;Srandakan;34.02.01
2;Sanden;3402020;Sanden;34.02.02
3;Kretek;3402030;Kretek;34.02.03
4;Pundong;3402040;Pundong;34.02.04
5;Bambang Lipuro;3402050;Bambanglipuro;34.02.05
6;Pandak;3402060;Pandak;34.02.06
7;Bantul;3402070;Bantul;34.02.08
8;Jetis;3402080;Jetis;34.02.09
9;Imogiri;3402090;Imogiri;34.02.10
10;Dlingo;3402100;Dlingo;34.02.11
11;Pleret;3402110;Pleret;34.02.13
12;Piyungan;3402120;Piyungan;34.02.14
13;Banguntapan;3402130;Banguntapan;34.02.12
14;Sewon;3402140;Sewon;34.02.15
15;Kasihan;3402150;Kasihan;34.02.16
16;Pajangan;3402160;Pajangan;34.02.07
17;Sedayu;3402170;Sedayu;34.02.17
