No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tumokang Baru;7101022001;Tumokang Baru;71.01.11.2001
2;Mopugad Utara;7101022002;Mopugad Utara;71.01.11.2002
3;Mopugad Selatan;7101022003;Mopugad Selatan;71.01.11.2003
4;Mopuya Utara;7101022004;Mopuya Utara;71.01.11.2004
5;Mopuya Selatan;7101022005;Mopuya Selatan;71.01.11.2005
6;Dondomon;7101022006;Dondomon;71.01.11.2007
7;Mopugad Selatan I;7101022014;Mopugad Selatan;71.01.11.2003
8;Mopugad Utara Ii;7101022015;Mopugad Utara Dua;71.01.11.2015
9;Mopugad Utara I;7101022016;Mopugad Utara;71.01.11.2002
10;Tumokang Timur;7101022017;Tumokang Timur;71.01.11.2026
11;Mopuya Utara I;7101022018;Mopuya Utara;71.01.11.2004
12;Mopuya Utara Ii;7101022019;Mopuya Utara Dua;71.01.11.2018
13;Mopuya Selatan I;7101022020;Mopuya Selatan;71.01.11.2005
14;Mopuya Selatan Ii;7101022021;Mopuya Selatan Dua;71.01.11.2020
15;Dondomon Utara;7101022022;Dondomon Utara;71.01.11.2024
16;Dondomon Selatan;7101022023;Dondomon Selatan;71.01.11.2025
