No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Nanganesa;5311040001;Nanganesa;53.08.05.2016
2;Kel. Onelako;5311040002;Onelako;53.08.05.1001
3;Manulondo;5311040003;Manulando;53.08.05.2015
4;Wolotopo;5311040004;Wolotopo;53.08.05.2003
5;Wolotopo Timur;5311040005;Wolotolo Timur;53.08.05.2004
6;Ngalupolo;5311040006;Ngalupolo;53.08.05.2007
7;Kekasewa;5311040007;Kekasewa;53.08.05.2014
8;Nila;5311040008;Nila;53.08.05.2013
9;Ngaluroga;5311040009;Ngaluroga;53.08.05.2012
10;Puutuga;5311040014;Puutuga;53.08.05.2006
11;Kel. Lokoboko;5311040015;Lokoboko;53.08.05.1002
12;Reka;5311040017;Reka;53.08.05.2020
13;Wolokota;5311040018;Wolokota;53.08.05.2017
14;Kelikiku;5311040019;Kelikiku;53.08.05.2018
