No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Juku Batu;1807010001;Juku Batu;18.08.03.2005
2;Bandar Agung;1807010002;Bandar Agung;18.08.03.2016
3;Sumber Sari;1807010003;Sumber Sari;18.08.03.2020
4;Bonglai;1807010004;Bunglai;18.08.03.2001
5;Kemu;1807010006;Kemu;18.08.03.2017
6;Sumber Baru;1807010007;Sumber Baru;18.08.03.2003
7;Neki;1807010008;Neki;18.08.03.2019
8;Rantau Temiang;1807010009;Rantau Temiang;18.08.03.2004
9;Menanga Siamang;1807010010;Menanga Siamang;18.08.03.2018
10;Menanga Jaya;1807010011;Menanga Jaya;18.08.03.2011
11;Rebang Tinggi;1807010012;Rebang Tinggi;18.08.03.2014
12;Argomulyo;1807010013;Argo Mulyo;18.08.03.2012
13;Rantau Jaya;1807010014;Rantau Jaya;18.08.03.2013
14;Simpang Asam;1807010015;Simpang Asam;18.08.03.2015
15;Pasar Banjit;1807010016;Pasar Banjit;18.08.03.1006
16;Bali Sadar Selatan;1807010017;Bali Sadar Selatan;18.08.03.2010
17;Bali Sadar Tengah;1807010018;Bali Sadar;18.08.03.2007
18;Bali Sadar Utara;1807010019;Bali Sadar Utara;18.08.03.2009
19;Dono Mulyo;1807010020;Dono Mulyo;18.08.03.2008
