No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bugelan;3312180001;Bugelan;33.12.16.2003
2;Plosorejo;3312180002;Plosorejo;33.12.16.2002
3;Pucung;3312180003;Pucung;33.12.16.2001
4;Miri;3312180004;Miri;33.12.16.2006
5;Lemahbang;3312180005;Lemahbang;33.12.16.2007
6;Gesing;3312180006;Gesing;33.12.16.1008
7;Kismantoro;3312180007;Kismantoro;33.12.16.1005
8;Ngroto;3312180008;Ngroto;33.12.16.2004
9;Gedawung;3312180009;Gedawung;33.12.16.2010
10;Gambiranom;3312180010;Gambiranom;33.12.16.2009
