No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Pantai Kasuari;9415010;Pantai Kasuari;91.18.06
2;Kopay;9415011;Kopay;91.18.15
3;Der Koumur;9415012;Der Koumur;91.18.14
4;Safan;9415013;Safan;91.18.16
5;Awyu;9415014;---;---
6;Fayit;9415020;Fayit;91.18.05
7;Aswi;9415021;---;---
8;Atsy;9415030;Atsj;91.18.02
9;Sirets;9415031;Sirets;91.18.17
10;Ayip;9415032;Ayip;91.18.18
11;Bectbamu;9415033;Betcbamu;91.18.19
12;Suator;9415040;Suator;91.18.07
13;Kolf Braza;9415041;Kolf Braza;91.18.09
14;Joutu;9415042;---;---
15;Koroway Buluanop;9415043;---;---
16;Akat;9415050;Akat;91.18.04
17;Jetsy;9415051;Jetsy;91.18.13
18;Agats;9415060;Agats;91.18.01
19;Sawa Erma;9415070;Sawa Erma;91.18.03
20;Suru-suru;9415071;Suru-suru;91.18.08
21;Unir Sirau;9415072;Unir Sirau;91.18.10
22;Joerat;9415073;Joerat;91.18.11
23;Pulau Tiga;9415074;Pulau Tiga;91.18.12
